index_code,date,close_price
us_momentum,2000-05-23,20.184735
us_momentum,2000-05-24,20.554115
us_momentum,2000-05-25,20.35474
us_momentum,2000-05-26,20.293676
us_momentum,2000-05-30,21.377358
us_momentum,2000-05-31,21.351706
us_momentum,2000-06-01,22.103286
us_momentum,2000-06-02,23.000679
us_momentum,2000-06-05,22.878775
us_momentum,2000-06-06,22.544745
us_momentum,2000-06-07,22.878407
us_momentum,2000-06-08,22.798333
us_momentum,2000-06-09,22.84165
us_momentum,2000-06-12,22.455626
us_momentum,2000-06-13,22.963123
us_momentum,2000-06-14,22.829937
us_momentum,2000-06-15,23.113028
us_momentum,2000-06-16,23.122273
us_momentum,2000-06-19,23.640212
us_momentum,2000-06-20,23.602388
us_momentum,2000-06-21,23.628351
us_momentum,2000-06-22,22.978571
us_momentum,2000-06-23,22.725807
us_momentum,2000-06-26,23.012152
us_momentum,2000-06-27,22.795838
us_momentum,2000-06-28,23.012398
us_momentum,2000-06-29,22.784575
us_momentum,2000-06-30,23.096724
us_momentum,2000-07-03,23.256091
us_momentum,2000-07-05,22.702597
us_momentum,2000-07-06,23.043135
us_momentum,2000-07-07,23.44639
us_momentum,2000-07-10,23.411221
us_momentum,2000-07-11,23.441655
us_momentum,2000-07-12,23.851884
us_momentum,2000-07-13,24.021233
us_momentum,2000-07-14,24.271053
us_momentum,2000-07-17,24.380273
us_momentum,2000-07-18,23.93899
us_momentum,2000-07-19,23.632571
us_momentum,2000-07-20,24.150125
us_momentum,2000-07-21,23.814438
us_momentum,2000-07-24,23.407211
us_momentum,2000-07-25,23.613194
us_momentum,2000-07-26,23.320391
us_momentum,2000-07-27,23.063866
us_momentum,2000-07-28,22.37195
us_momentum,2000-07-31,22.729902
us_momentum,2000-08-01,22.673077
us_momentum,2000-08-02,22.584652
us_momentum,2000-08-03,22.961816
us_momentum,2000-08-04,23.212099
us_momentum,2000-08-07,23.55796
us_momentum,2000-08-08,23.593297
us_momentum,2000-08-09,23.449377
us_momentum,2000-08-10,23.090602
us_momentum,2000-08-11,23.300726
us_momentum,2000-08-14,23.692179
us_momentum,2000-08-15,23.583195
us_momentum,2000-08-16,23.51952
us_momentum,2000-08-17,23.924056
us_momentum,2000-08-18,23.871423
us_momentum,2000-08-21,24.017039
us_momentum,2000-08-22,24.007432
us_momentum,2000-08-23,24.273914
us_momentum,2000-08-24,24.463251
us_momentum,2000-08-25,24.42411
us_momentum,2000-08-28,24.568212
us_momentum,2000-08-29,24.578039
us_momentum,2000-08-30,24.560834
us_momentum,2000-08-31,24.975913
us_momentum,2000-09-01,25.065826
us_momentum,2000-09-05,24.672292
us_momentum,2000-09-06,24.181314
us_momentum,2000-09-07,24.529525
us_momentum,2000-09-08,24.1763
us_momentum,2000-09-11,23.965966
us_momentum,2000-09-12,23.795807
us_momentum,2000-09-13,23.888611
us_momentum,2000-09-14,23.998499
us_momentum,2000-09-15,23.65052
us_momentum,2000-09-18,23.205891
us_momentum,2000-09-19,23.797641
us_momentum,2000-09-20,23.816679
us_momentum,2000-09-21,23.542787
us_momentum,2000-09-22,23.589873
us_momentum,2000-09-25,23.464846
us_momentum,2000-09-26,23.232544
us_momentum,2000-09-27,23.2581
us_momentum,2000-09-28,23.823272
us_momentum,2000-09-29,23.265807
us_momentum,2000-10-02,23.016863
us_momentum,2000-10-03,22.604861
us_momentum,2000-10-04,22.824129
us_momentum,2000-10-05,22.698596
us_momentum,2000-10-06,22.101623
us_momentum,2000-10-09,22.044159
us_momentum,2000-10-10,21.493055
us_momentum,2000-10-11,21.194301
us_momentum,2000-10-12,20.533039
us_momentum,2000-10-13,21.814301
us_momentum,2000-10-16,21.927735
us_momentum,2000-10-17,21.454096
us_momentum,2000-10-18,21.115121
us_momentum,2000-10-19,22.086417
us_momentum,2000-10-20,22.327159
us_momentum,2000-10-23,22.211058
us_momentum,2000-10-24,22.07557
us_momentum,2000-10-25,21.121905
us_momentum,2000-10-26,21.014184
us_momentum,2000-10-27,21.09824
us_momentum,2000-10-30,20.98642
us_momentum,2000-10-31,21.794397
us_momentum,2000-11-01,21.62658
us_momentum,2000-11-02,21.883936
us_momentum,2000-11-03,21.995544
us_momentum,2000-11-06,21.997744
us_momentum,2000-11-07,21.971347
us_momentum,2000-11-08,21.327586
us_momentum,2000-11-09,21.210285
us_momentum,2000-11-10,20.686391
us_momentum,2000-11-13,20.059593
us_momentum,2000-11-14,20.783744
us_momentum,2000-11-15,20.997817
us_momentum,2000-11-16,20.548463
us_momentum,2000-11-17,20.449831
us_momentum,2000-11-20,19.719772
us_momentum,2000-11-21,19.751324
us_momentum,2000-11-22,19.174585
us_momentum,2000-11-24,19.734483
us_momentum,2000-11-27,19.80158
us_momentum,2000-11-28,19.407529
us_momentum,2000-11-29,19.357069
us_momentum,2000-11-30,19.192534
us_momentum,2000-12-01,19.386378
us_momentum,2000-12-04,19.430967
us_momentum,2000-12-05,20.616256
us_momentum,2000-12-06,20.319382
us_momentum,2000-12-07,20.292967
us_momentum,2000-12-08,20.92002
us_momentum,2000-12-11,21.17106
us_momentum,2000-12-12,20.783629
us_momentum,2000-12-13,20.484345
us_momentum,2000-12-14,20.105385
us_momentum,2000-12-15,19.90031
us_momentum,2000-12-18,20.161004
us_momentum,2000-12-19,19.872702
us_momentum,2000-12-20,19.465311
us_momentum,2000-12-21,19.519814
us_momentum,2000-12-22,20.005857
us_momentum,2000-12-26,20.285939
us_momentum,2000-12-27,20.647029
us_momentum,2000-12-28,20.95054
us_momentum,2000-12-29,20.648853
us_momentum,2001-01-02,19.839418
us_momentum,2001-01-03,20.140977
us_momentum,2001-01-04,19.365549
us_momentum,2001-01-05,18.854299
us_momentum,2001-01-08,18.876924
us_momentum,2001-01-09,18.897688
us_momentum,2001-01-10,19.249185
us_momentum,2001-01-11,19.301158
us_momentum,2001-01-12,19.208513
us_momentum,2001-01-16,19.354497
us_momentum,2001-01-17,19.3874
us_momentum,2001-01-18,19.406787
us_momentum,2001-01-19,19.234067
us_momentum,2001-01-22,19.480263
us_momentum,2001-01-23,19.752987
us_momentum,2001-01-24,19.792493
us_momentum,2001-01-25,19.895414
us_momentum,2001-01-26,19.895414
us_momentum,2001-01-29,19.95311
us_momentum,2001-01-30,19.917195
us_momentum,2001-01-31,19.733957
us_momentum,2001-02-01,19.779345
us_momentum,2001-02-02,19.72594
us_momentum,2001-02-05,19.901501
us_momentum,2001-02-06,19.857718
us_momentum,2001-02-07,19.984807
us_momentum,2001-02-08,20.008789
us_momentum,2001-02-09,20.008789
us_momentum,2001-02-12,20.130843
us_momentum,2001-02-13,20.054346
us_momentum,2001-02-14,19.992177
us_momentum,2001-02-15,19.988179
us_momentum,2001-02-16,19.908226
us_momentum,2001-02-20,19.57974
us_momentum,2001-02-21,19.203809
us_momentum,2001-02-22,19.142357
us_momentum,2001-02-23,19.061959
us_momentum,2001-02-26,19.401262
us_momentum,2001-02-27,19.52155
us_momentum,2001-02-28,19.330239
us_momentum,2001-03-01,19.27998
us_momentum,2001-03-02,19.401444
us_momentum,2001-03-05,19.385923
us_momentum,2001-03-06,19.296748
us_momentum,2001-03-07,19.493574
us_momentum,2001-03-08,19.62808
us_momentum,2001-03-09,19.406283
us_momentum,2001-03-12,18.760053
us_momentum,2001-03-13,18.767558
us_momentum,2001-03-14,18.328397
us_momentum,2001-03-15,18.434701
us_momentum,2001-03-16,18.172929
us_momentum,2001-03-19,18.33285
us_momentum,2001-03-20,18.111023
us_momentum,2001-03-21,17.797702
us_momentum,2001-03-22,17.35098
us_momentum,2001-03-23,17.659827
us_momentum,2001-03-26,17.940619
us_momentum,2001-03-27,18.209728
us_momentum,2001-03-28,18.098649
us_momentum,2001-03-29,18.268776
us_momentum,2001-03-30,18.467905
us_momentum,2001-04-02,18.353404
us_momentum,2001-04-03,17.995513
us_momentum,2001-04-04,17.982916
us_momentum,2001-04-05,18.351566
us_momentum,2001-04-06,18.125842
us_momentum,2001-04-09,18.359665
us_momentum,2001-04-10,18.660764
us_momentum,2001-04-11,18.431236
us_momentum,2001-04-12,18.586059
us_momentum,2001-04-16,18.625089
us_momentum,2001-04-17,18.869078
us_momentum,2001-04-18,19.006822
us_momentum,2001-04-19,18.915589
us_momentum,2001-04-20,18.78318
us_momentum,2001-04-23,18.745614
us_momentum,2001-04-24,18.741865
us_momentum,2001-04-25,19.058602
us_momentum,2001-04-26,19.19773
us_momentum,2001-04-27,19.376269
us_momentum,2001-04-30,19.327828
us_momentum,2001-05-01,19.47472
us_momentum,2001-05-02,19.264393
us_momentum,2001-05-03,19.150733
us_momentum,2001-05-04,19.380542
us_momentum,2001-05-07,19.297205
us_momentum,2001-05-08,19.272119
us_momentum,2001-05-09,19.33379
us_momentum,2001-05-10,19.349257
us_momentum,2001-05-11,19.287339
us_momentum,2001-05-14,19.374132
us_momentum,2001-05-15,19.424505
us_momentum,2001-05-16,19.785801
us_momentum,2001-05-17,19.866923
us_momentum,2001-05-18,19.880829
us_momentum,2001-05-21,19.98421
us_momentum,2001-05-22,19.942243
us_momentum,2001-05-23,19.810624
us_momentum,2001-05-24,19.852226
us_momentum,2001-05-25,19.727157
us_momentum,2001-05-29,19.669949
us_momentum,2001-05-30,19.593236
us_momentum,2001-05-31,19.744104
us_momentum,2001-06-01,19.763848
us_momentum,2001-06-04,19.84488
us_momentum,2001-06-05,19.95998
us_momentum,2001-06-06,19.782336
us_momentum,2001-06-07,19.784314
us_momentum,2001-06-08,19.72694
us_momentum,2001-06-11,19.614496
us_momentum,2001-06-12,19.636072
us_momentum,2001-06-13,19.52611
us_momentum,2001-06-14,19.200024
us_momentum,2001-06-15,19.190424
us_momentum,2001-06-18,19.221129
us_momentum,2001-06-19,19.263415
us_momentum,2001-06-20,19.43486
us_momentum,2001-06-21,19.514543
us_momentum,2001-06-22,19.335009
us_momentum,2001-06-25,19.168728
us_momentum,2001-06-26,19.172562
us_momentum,2001-06-27,19.205155
us_momentum,2001-06-28,19.404889
us_momentum,2001-06-29,19.383543
us_momentum,2001-07-02,19.426187
us_momentum,2001-07-03,19.414531
us_momentum,2001-07-05,19.360171
us_momentum,2001-07-06,19.093
us_momentum,2001-07-09,19.11973
us_momentum,2001-07-10,19.033692
us_momentum,2001-07-11,19.047015
us_momentum,2001-07-12,19.33653
us_momentum,2001-07-13,19.402274
us_momentum,2001-07-16,19.299442
us_momentum,2001-07-17,19.442258
us_momentum,2001-07-18,19.516138
us_momentum,2001-07-19,19.432219
us_momentum,2001-07-20,19.30591
us_momentum,2001-07-23,19.11092
us_momentum,2001-07-24,18.805145
us_momentum,2001-07-25,19.017643
us_momentum,2001-07-26,19.167883
us_momentum,2001-07-27,19.173633
us_momentum,2001-07-30,19.246493
us_momentum,2001-07-31,19.367746
us_momentum,2001-08-01,19.356125
us_momentum,2001-08-02,19.315477
us_momentum,2001-08-03,19.267189
us_momentum,2001-08-06,19.08415
us_momentum,2001-08-07,19.189113
us_momentum,2001-08-08,18.991465
us_momentum,2001-08-09,18.995264
us_momentum,2001-08-10,19.094039
us_momentum,2001-08-13,19.166596
us_momentum,2001-08-14,19.233679
us_momentum,2001-08-15,19.172132
us_momentum,2001-08-16,19.218145
us_momentum,2001-08-17,19.05479
us_momentum,2001-08-20,19.197701
us_momentum,2001-08-21,19.082515
us_momentum,2001-08-22,19.122588
us_momentum,2001-08-23,19.099641
us_momentum,2001-08-24,19.072902
us_momentum,2001-08-27,18.929855
us_momentum,2001-08-28,18.778416
us_momentum,2001-08-29,18.697669
us_momentum,2001-08-30,18.602311
us_momentum,2001-08-31,18.637655
us_momentum,2001-09-04,18.708478
us_momentum,2001-09-05,18.629903
us_momentum,2001-09-06,18.35418
us_momentum,2001-09-07,17.948553
us_momentum,2001-09-10,17.919835
us_momentum,2001-09-17,17.301601
us_momentum,2001-09-18,17.299871
us_momentum,2001-09-19,17.026533
us_momentum,2001-09-20,16.532763
us_momentum,2001-09-21,16.255013
us_momentum,2001-09-24,16.784926
us_momentum,2001-09-25,16.954454
us_momentum,2001-09-26,16.895114
us_momentum,2001-09-27,17.233016
us_momentum,2001-09-28,17.56906
us_momentum,2001-10-01,17.435535
us_momentum,2001-10-02,17.695324
us_momentum,2001-10-03,17.980219
us_momentum,2001-10-04,17.850761
us_momentum,2001-10-05,17.766863
us_momentum,2001-10-08,17.468379
us_momentum,2001-10-09,17.499823
us_momentum,2001-10-10,17.853319
us_momentum,2001-10-11,18.087197
us_momentum,2001-10-12,17.908134
us_momentum,2001-10-15,17.956486
us_momentum,2001-10-16,18.082182
us_momentum,2001-10-17,17.765743
us_momentum,2001-10-18,17.611181
us_momentum,2001-10-19,17.753832
us_momentum,2001-10-22,17.926044
us_momentum,2001-10-23,17.85434
us_momentum,2001-10-24,17.848984
us_momentum,2001-10-25,17.961432
us_momentum,2001-10-26,18.02789
us_momentum,2001-10-29,17.737641
us_momentum,2001-10-30,17.475123
us_momentum,2001-10-31,17.478618
us_momentum,2001-11-01,17.704093
us_momentum,2001-11-02,17.817399
us_momentum,2001-11-05,17.992009
us_momentum,2001-11-06,18.119753
us_momentum,2001-11-07,18.049086
us_momentum,2001-11-08,17.908303
us_momentum,2001-11-09,17.908303
us_momentum,2001-11-12,17.910094
us_momentum,2001-11-13,18.103523
us_momentum,2001-11-14,18.161454
us_momentum,2001-11-15,18.161454
us_momentum,2001-11-16,18.125131
us_momentum,2001-11-19,18.27557
us_momentum,2001-11-20,18.286535
us_momentum,2001-11-21,18.206074
us_momentum,2001-11-23,18.369929
us_momentum,2001-11-26,18.419528
us_momentum,2001-11-27,18.331114
us_momentum,2001-11-28,18.166134
us_momentum,2001-11-29,18.315096
us_momentum,2001-11-30,18.287623
us_momentum,2001-12-03,18.236418
us_momentum,2001-12-04,18.471668
us_momentum,2001-12-05,18.850337
us_momentum,2001-12-06,18.814521
us_momentum,2001-12-07,18.701634
us_momentum,2001-12-10,18.510878
us_momentum,2001-12-11,18.542346
us_momentum,2001-12-12,18.533075
us_momentum,2001-12-13,18.323651
us_momentum,2001-12-14,18.402443
us_momentum,2001-12-17,18.632473
us_momentum,2001-12-18,18.753585
us_momentum,2001-12-19,18.762961
us_momentum,2001-12-20,18.498404
us_momentum,2001-12-21,18.590896
us_momentum,2001-12-24,18.603909
us_momentum,2001-12-26,18.735997
us_momentum,2001-12-27,18.814688
us_momentum,2001-12-28,18.88054
us_momentum,2001-12-31,18.633205
us_momentum,2002-01-02,18.614571
us_momentum,2002-01-03,18.860284
us_momentum,2002-01-04,19.00928
us_momentum,2002-01-07,18.876215
us_momentum,2002-01-08,18.913967
us_momentum,2002-01-09,18.834529
us_momentum,2002-01-10,18.842063
us_momentum,2002-01-11,18.674368
us_momentum,2002-01-14,18.508166
us_momentum,2002-01-15,18.65253
us_momentum,2002-01-16,18.4287
us_momentum,2002-01-17,18.71803
us_momentum,2002-01-18,18.403567
us_momentum,2002-01-22,18.265541
us_momentum,2002-01-23,18.333123
us_momentum,2002-01-24,18.33129
us_momentum,2002-01-25,18.314792
us_momentum,2002-01-28,18.397208
us_momentum,2002-01-29,18.032943
us_momentum,2002-01-30,18.263765
us_momentum,2002-01-31,18.545027
us_momentum,2002-02-01,18.407794
us_momentum,2002-02-04,18.144562
us_momentum,2002-02-05,18.150006
us_momentum,2002-02-06,18.024771
us_momentum,2002-02-07,17.92203
us_momentum,2002-02-08,18.156808
us_momentum,2002-02-11,18.343823
us_momentum,2002-02-12,18.356664
us_momentum,2002-02-13,18.536559
us_momentum,2002-02-14,18.475389
us_momentum,2002-02-15,18.305415
us_momentum,2002-02-19,17.961273
us_momentum,2002-02-20,18.252246
us_momentum,2002-02-21,18.12448
us_momentum,2002-02-22,18.20604
us_momentum,2002-02-25,18.44636
us_momentum,2002-02-26,18.553349
us_momentum,2002-02-27,18.566336
us_momentum,2002-02-28,18.560766
us_momentum,2002-03-01,18.905997
us_momentum,2002-03-04,19.234961
us_momentum,2002-03-05,19.004141
us_momentum,2002-03-06,19.22839
us_momentum,2002-03-07,19.186088
us_momentum,2002-03-08,19.316553
us_momentum,2002-03-11,19.322348
us_momentum,2002-03-12,19.30689
us_momentum,2002-03-13,19.241247
us_momentum,2002-03-14,19.262412
us_momentum,2002-03-15,19.524381
us_momentum,2002-03-18,19.54781
us_momentum,2002-03-19,19.665097
us_momentum,2002-03-20,19.476312
us_momentum,2002-03-21,19.468522
us_momentum,2002-03-22,19.451
us_momentum,2002-03-25,19.196192
us_momentum,2002-03-26,19.351681
us_momentum,2002-03-27,19.502624
us_momentum,2002-03-28,19.512376
us_momentum,2002-04-01,19.492863
us_momentum,2002-04-02,19.323275
us_momentum,2002-04-03,19.120381
us_momentum,2002-04-04,19.204511
us_momentum,2002-04-05,19.248681
us_momentum,2002-04-08,19.429619
us_momentum,2002-04-09,19.281953
us_momentum,2002-04-10,19.549973
us_momentum,2002-04-11,19.209803
us_momentum,2002-04-12,19.415348
us_momentum,2002-04-15,19.289148
us_momentum,2002-04-16,19.551481
us_momentum,2002-04-17,19.404844
us_momentum,2002-04-18,19.424249
us_momentum,2002-04-19,19.534968
us_momentum,2002-04-22,19.370874
us_momentum,2002-04-23,19.405741
us_momentum,2002-04-24,19.423207
us_momentum,2002-04-25,19.450399
us_momentum,2002-04-26,19.343422
us_momentum,2002-04-29,19.188674
us_momentum,2002-04-30,19.464991
us_momentum,2002-05-01,19.558423
us_momentum,2002-05-02,19.63079
us_momentum,2002-05-03,19.52282
us_momentum,2002-05-06,19.30026
us_momentum,2002-05-07,19.228849
us_momentum,2002-05-08,19.442289
us_momentum,2002-05-09,19.362576
us_momentum,2002-05-10,19.196058
us_momentum,2002-05-13,19.322752
us_momentum,2002-05-14,19.560422
us_momentum,2002-05-15,19.523257
us_momentum,2002-05-16,19.527161
us_momentum,2002-05-17,19.652135
us_momentum,2002-05-20,19.471336
us_momentum,2002-05-21,19.325301
us_momentum,2002-05-22,19.427725
us_momentum,2002-05-23,19.587032
us_momentum,2002-05-24,19.457758
us_momentum,2002-05-28,19.33712
us_momentum,2002-05-29,19.342921
us_momentum,2002-05-30,19.395147
us_momentum,2002-05-31,19.453332
us_momentum,2002-06-03,19.161532
us_momentum,2002-06-04,18.98333
us_momentum,2002-06-05,19.194045
us_momentum,2002-06-06,18.946442
us_momentum,2002-06-07,19.063909
us_momentum,2002-06-10,19.145884
us_momentum,2002-06-11,19.050155
us_momentum,2002-06-12,19.175886
us_momentum,2002-06-13,18.938105
us_momentum,2002-06-14,18.922954
us_momentum,2002-06-17,19.365752
us_momentum,2002-06-18,19.452897
us_momentum,2002-06-19,19.47235
us_momentum,2002-06-20,19.378883
us_momentum,2002-06-21,19.187032
us_momentum,2002-06-24,18.937601
us_momentum,2002-06-25,18.505823
us_momentum,2002-06-26,18.472513
us_momentum,2002-06-27,18.69603
us_momentum,2002-06-28,18.720335
us_momentum,2002-07-01,18.533132
us_momentum,2002-07-02,18.269961
us_momentum,2002-07-03,18.200535
us_momentum,2002-07-05,18.650089
us_momentum,2002-07-08,18.610924
us_momentum,2002-07-09,18.240566
us_momentum,2002-07-10,17.824681
us_momentum,2002-07-11,17.637522
us_momentum,2002-07-12,17.348267
us_momentum,2002-07-15,17.179989
us_momentum,2002-07-16,16.893083
us_momentum,2002-07-17,16.955587
us_momentum,2002-07-18,16.59952
us_momentum,2002-07-19,15.978698
us_momentum,2002-07-22,15.734224
us_momentum,2002-07-23,15.696462
us_momentum,2002-07-24,16.59273
us_momentum,2002-07-25,16.77359
us_momentum,2002-07-26,16.800428
us_momentum,2002-07-29,17.519486
us_momentum,2002-07-30,17.456416
us_momentum,2002-07-31,17.627489
us_momentum,2002-08-01,17.398332
us_momentum,2002-08-02,17.09908
us_momentum,2002-08-05,16.714351
us_momentum,2002-08-06,17.082067
us_momentum,2002-08-07,17.329757
us_momentum,2002-08-08,17.763001
us_momentum,2002-08-09,17.807408
us_momentum,2002-08-12,17.711248
us_momentum,2002-08-13,17.459748
us_momentum,2002-08-14,17.941638
us_momentum,2002-08-15,18.027757
us_momentum,2002-08-16,18.040377
us_momentum,2002-08-19,18.273098
us_momentum,2002-08-20,18.12874
us_momentum,2002-08-21,18.172249
us_momentum,2002-08-22,18.297638
us_momentum,2002-08-23,17.977429
us_momentum,2002-08-26,18.090687
us_momentum,2002-08-27,17.949579
us_momentum,2002-08-28,17.691106
us_momentum,2002-08-29,17.707028
us_momentum,2002-08-30,17.774314
us_momentum,2002-09-03,17.273079
us_momentum,2002-09-04,17.478628
us_momentum,2002-09-05,17.401722
us_momentum,2002-09-06,17.614023
us_momentum,2002-09-09,17.772549
us_momentum,2002-09-10,17.753
us_momentum,2002-09-11,17.706842
us_momentum,2002-09-12,17.404055
us_momentum,2002-09-13,17.558951
us_momentum,2002-09-16,17.609872
us_momentum,2002-09-17,17.335158
us_momentum,2002-09-18,17.243282
us_momentum,2002-09-19,16.788059
us_momentum,2002-09-20,16.845138
us_momentum,2002-09-23,16.641312
us_momentum,2002-09-24,16.300165
us_momentum,2002-09-25,16.676699
us_momentum,2002-09-26,17.046922
us_momentum,2002-09-27,16.666775
us_momentum,2002-09-30,16.478441
us_momentum,2002-10-01,16.961259
us_momentum,2002-10-02,16.703448
us_momentum,2002-10-03,16.444545
us_momentum,2002-10-04,16.112365
us_momentum,2002-10-07,15.682165
us_momentum,2002-10-08,16.033445
us_momentum,2002-10-09,15.547632
us_momentum,2002-10-10,15.959644
us_momentum,2002-10-11,16.481524
us_momentum,2002-10-14,16.643043
us_momentum,2002-10-15,17.203914
us_momentum,2002-10-16,16.990585
us_momentum,2002-10-17,17.184278
us_momentum,2002-10-18,17.295976
us_momentum,2002-10-21,17.569252
us_momentum,2002-10-22,17.319769
us_momentum,2002-10-23,17.460059
us_momentum,2002-10-24,17.173714
us_momentum,2002-10-25,17.381516
us_momentum,2002-10-28,17.051267
us_momentum,2002-10-29,17.01887
us_momentum,2002-10-30,17.141406
us_momentum,2002-10-31,16.956278
us_momentum,2002-11-01,17.12245
us_momentum,2002-11-04,16.937528
us_momentum,2002-11-05,17.003584
us_momentum,2002-11-06,17.086901
us_momentum,2002-11-07,16.888693
us_momentum,2002-11-08,16.64043
us_momentum,2002-11-11,16.395815
us_momentum,2002-11-12,16.443363
us_momentum,2002-11-13,16.468028
us_momentum,2002-11-14,16.718342
us_momentum,2002-11-15,16.832027
us_momentum,2002-11-18,16.633409
us_momentum,2002-11-19,16.596816
us_momentum,2002-11-20,16.824192
us_momentum,2002-11-21,16.915043
us_momentum,2002-11-22,16.865989
us_momentum,2002-11-25,16.747927
us_momentum,2002-11-26,16.501732
us_momentum,2002-11-27,16.853219
us_momentum,2002-11-29,16.745359
us_momentum,2002-12-02,16.678377
us_momentum,2002-12-03,16.616667
us_momentum,2002-12-04,16.691442
us_momentum,2002-12-05,16.551234
us_momentum,2002-12-06,16.69523
us_momentum,2002-12-09,16.536625
us_momentum,2002-12-10,16.743333
us_momentum,2002-12-11,16.751705
us_momentum,2002-12-12,16.693074
us_momentum,2002-12-13,16.511119
us_momentum,2002-12-16,16.795111
us_momentum,2002-12-17,16.675865
us_momentum,2002-12-18,16.567472
us_momentum,2002-12-19,16.489605
us_momentum,2002-12-20,16.727055
us_momentum,2002-12-23,16.763855
us_momentum,2002-12-24,16.696799
us_momentum,2002-12-26,16.686781
us_momentum,2002-12-27,16.463178
us_momentum,2002-12-30,16.56525
us_momentum,2002-12-31,16.568563
us_momentum,2003-01-02,17.004316
us_momentum,2003-01-03,16.966907
us_momentum,2003-01-06,17.184083
us_momentum,2003-01-07,16.996777
us_momentum,2003-01-08,16.843806
us_momentum,2003-01-09,17.040878
us_momentum,2003-01-10,16.99998
us_momentum,2003-01-13,16.95578
us_momentum,2003-01-14,16.981214
us_momentum,2003-01-15,16.808006
us_momentum,2003-01-16,16.839941
us_momentum,2003-01-17,16.791105
us_momentum,2003-01-21,16.550992
us_momentum,2003-01-22,16.474858
us_momentum,2003-01-23,16.619836
us_momentum,2003-01-24,16.277468
us_momentum,2003-01-27,16.015401
us_momentum,2003-01-28,16.19157
us_momentum,2003-01-29,16.251479
us_momentum,2003-01-30,16.033709
us_momentum,2003-01-31,16.293455
us_momentum,2003-02-03,16.278791
us_momentum,2003-02-04,16.127398
